Zeit;Fahrradbruecke;Fahrradbruecke stadteinwaerts;Fahrradbruecke stadtauswaerts;Symbol Wetter;Temperatur (°C);Gef�hlte Temperatur (°C);Regen (mm)
18.10.2018 09:00;732;493;239;Leicht bewoelkt;13;13;0
18.10.2018 10:00;415;232;183;Leicht bewoelkt;15;14;0
18.10.2018 11:00;628;296;332;Leicht bewoelkt;16;16;0
18.10.2018 12:00;658;251;407;Leicht bewoelkt;18;17;0
18.10.2018 13:00;939;409;530;Leicht bewoelkt;18;18;0
18.10.2018 14:00;640;300;340;Leicht bewoelkt;18;18;0
18.10.2018 15:00;929;442;487;Leicht bewoelkt;18;18;0
18.10.2018 16:00;885;434;451;Leicht bewoelkt;17;17;0
18.10.2018 17:00;1062;480;582;Leicht bewoelkt;16;15;0
18.10.2018 18:00;900;413;487;Leicht bewoelkt;15;14;0
18.10.2018 19:00;651;328;323;Leicht bewoelkt;14;13;0
18.10.2018 20:00;425;174;251;Leicht bewoelkt;13;12;0
18.10.2018 21:00;297;98;199;Leicht bewoelkt;12;11;0
18.10.2018 22:00;253;106;147;Leicht bewoelkt;12;10;0
18.10.2018 23:00;180;70;110;Leicht bewoelkt;11;10;0
19.10.2018 00:00;111;42;69;Leicht bewoelkt;11;10;0
19.10.2018 01:00;65;14;51;Leicht bewoelkt;10;9;0
19.10.2018 02:00;33;12;21;Leicht bewoelkt;10;9;0
19.10.2018 03:00;26;19;7;Leicht bewoelkt;10;9;0
19.10.2018 04:00;24;19;5;Leicht bewoelkt;9;8;0
19.10.2018 05:00;44;30;14;Leicht bewoelkt;9;8;0
19.10.2018 06:00;154;90;64;Leicht bewoelkt;9;8;0
19.10.2018 07:00;955;613;342;Leicht bewoelkt;10;9;0
19.10.2018 08:00;683;390;293;Leicht bewoelkt;11;10;0
19.10.2018 09:00;648;409;239;Leicht bewoelkt;12;12;0
19.10.2018 10:00;457;242;215;Leicht bewoelkt;14;13;0
19.10.2018 11:00;574;260;314;Leicht bewoelkt;15;15;0
19.10.2018 12:00;759;336;423;Leicht bewoelkt;16;16;0
19.10.2018 13:00;941;391;550;Leicht bewoelkt;17;17;0
19.10.2018 14:00;719;348;371;Leicht bewoelkt;17;17;0
19.10.2018 15:00;731;319;412;Leicht bewoelkt;17;17;0
19.10.2018 16:00;750;342;408;Leicht bewoelkt;17;17;0
19.10.2018 17:00;787;353;434;Leicht bewoelkt;16;16;0
19.10.2018 18:00;666;265;401;Leicht bewoelkt;15;15;0
19.10.2018 19:00;547;270;277;Leicht bewoelkt;14;14;0
19.10.2018 20:00;363;184;179;Leicht bewoelkt;13;13;0
19.10.2018 21:00;248;134;114;Leicht bewoelkt;12;12;0
19.10.2018 22:00;200;90;110;Leicht bewoelkt;11;11;0
19.10.2018 23:00;192;72;120;Leicht bewoelkt;10;10;0
20.10.2018 00:00;154;51;103;Leicht bewoelkt;10;10;0
20.10.2018 01:00;100;33;67;Leicht bewoelkt;9;10;0
20.10.2018 02:00;65;20;45;Leicht bewoelkt;9;9;0
20.10.2018 03:00;42;15;27;Leicht bewoelkt;9;9;0
20.10.2018 04:00;21;11;10;Leicht bewoelkt;9;9;0
20.10.2018 05:00;26;20;6;Leicht bewoelkt;9;9;0
20.10.2018 06:00;39;26;13;Leicht bewoelkt;8;8;0
20.10.2018 07:00;72;32;40;Leicht bewoelkt;10;10;0
20.10.2018 08:00;184;114;70;Leicht bewoelkt;11;11;0
20.10.2018 09:00;308;199;109;Leicht bewoelkt;12;12;0
20.10.2018 10:00;389;223;166;Leicht bewoelkt;13;14;0
20.10.2018 11:00;455;230;225;Leicht bewoelkt;15;15;0
20.10.2018 12:00;496;276;220;Leicht bewoelkt;16;16;0
20.10.2018 13:00;532;283;249;Leicht bewoelkt;16;16;0
20.10.2018 14:00;584;284;300;Leicht bewoelkt;16;17;0
20.10.2018 15:00;604;316;288;Leicht bewoelkt;17;17;0
20.10.2018 16:00;558;252;306;Leicht bewoelkt;16;16;0
20.10.2018 17:00;560;234;326;Leicht bewoelkt;16;16;0
20.10.2018 18:00;543;202;341;Leicht bewoelkt;15;15;0
20.10.2018 19:00;353;164;189;Leicht bewoelkt;14;14;0
20.10.2018 20:00;261;132;129;Leicht bewoelkt;12;12;0
20.10.2018 21:00;256;87;169;Leicht bewoelkt;11;11;0
20.10.2018 22:00;202;90;112;Leicht bewoelkt;11;10;0
20.10.2018 23:00;204;81;123;Leicht bewoelkt;10;9;0
21.10.2018 00:00;162;66;96;Leicht bewoelkt;9;8;0
21.10.2018 01:00;104;51;53;Leicht bewoelkt;9;8;0
21.10.2018 02:00;84;34;50;Leicht bewoelkt;9;8;0
21.10.2018 03:00;97;21;76;Leicht bewoelkt;8;8;0
21.10.2018 04:00;25;14;11;Leicht bewoelkt;8;7;0
21.10.2018 05:00;30;13;17;Leicht bewoelkt;7;7;0
21.10.2018 06:00;28;20;8;Leicht bewoelkt;7;7;0
21.10.2018 07:00;39;27;12;Leicht bewoelkt;8;7;0
21.10.2018 08:00;61;31;30;Leicht bewoelkt;9;8;0
21.10.2018 09:00;148;94;54;Leicht bewoelkt;10;9;0
21.10.2018 10:00;337;255;82;Leicht bewoelkt;11;10;0
21.10.2018 11:00;615;494;121;Leicht bewoelkt;13;12;0
21.10.2018 12:00;584;329;255;Leicht bewoelkt;14;13;0
21.10.2018 13:00;609;203;406;Leicht bewoelkt;14;13;0
21.10.2018 14:00;702;320;382;Leicht bewoelkt;14;13;0
21.10.2018 15:00;685;358;327;Leicht bewoelkt;14;13;0
21.10.2018 16:00;661;310;351;Leicht bewoelkt;13;12;0
21.10.2018 17:00;709;239;470;Leicht bewoelkt;12;12;0
21.10.2018 18:00;492;167;325;Leicht bewoelkt;12;11;0
21.10.2018 19:00;303;137;166;Leicht bewoelkt;10;10;0
21.10.2018 20:00;199;70;129;Sonnig;9;8;0
21.10.2018 21:00;143;61;82;Sonnig;8;7;0
21.10.2018 22:00;116;41;75;Sonnig;8;6;0
21.10.2018 23:00;74;32;42;Sonnig;7;6;0
22.10.2018 00:00;26;11;15;Sonnig;7;5;0
22.10.2018 01:00;10;5;5;Sonnig;6;5;0
22.10.2018 02:00;11;4;7;Sonnig;6;5;0
22.10.2018 03:00;3;1;2;Sonnig;6;4;0
22.10.2018 04:00;9;7;2;Sonnig;5;4;0
22.10.2018 05:00;37;27;10;Sonnig;5;4;0
22.10.2018 06:00;147;85;62;Sonnig;5;4;0
22.10.2018 07:00;1071;711;360;Sonnig;6;4;0
22.10.2018 08:00;686;377;309;Sonnig;7;5;0
22.10.2018 09:00;697;430;267;Sonnig;8;6;0
22.10.2018 10:00;416;237;179;Sonnig;9;8;0
22.10.2018 11:00;650;315;335;Sonnig;10;9;0
22.10.2018 12:00;638;295;343;Sonnig;12;10;0
22.10.2018 13:00;927;397;530;Sonnig;12;11;0
22.10.2018 14:00;629;326;303;Leicht bewoelkt;12;11;0
22.10.2018 15:00;1025;466;559;Leicht bewoelkt;13;11;0
22.10.2018 16:00;867;405;462;Leicht bewoelkt;12;10;0
22.10.2018 17:00;1110;514;596;Leicht bewoelkt;11;10;0
22.10.2018 18:00;891;400;491;Leicht bewoelkt;10;9;0
22.10.2018 19:00;652;293;359;Leicht bewoelkt;10;8;0
22.10.2018 20:00;402;186;216;Leicht bewoelkt;9;8;0
22.10.2018 21:00;322;125;197;Leicht bewoelkt;8;7;0
22.10.2018 22:00;212;87;125;Leicht bewoelkt;8;7;0
22.10.2018 23:00;130;38;92;Leicht bewoelkt;8;7;0
23.10.2018 00:00;62;24;38;Leicht bewoelkt;7;7;0
23.10.2018 01:00;37;10;27;Leicht bewoelkt;7;7;0
23.10.2018 02:00;10;3;7;Leicht bewoelkt;6;6;0
23.10.2018 03:00;7;4;3;Leicht bewoelkt;6;6;0
23.10.2018 04:00;11;4;7;Leicht bewoelkt;5;5;0
23.10.2018 05:00;41;23;18;Leicht bewoelkt;5;5;0
23.10.2018 06:00;146;87;59;Leicht bewoelkt;5;5;0
23.10.2018 07:00;1033;693;340;Leicht bewoelkt;6;6;0
23.10.2018 08:00;778;462;316;Leicht bewoelkt;7;7;0
23.10.2018 09:00;815;492;323;Leicht bewoelkt;8;8;0
23.10.2018 10:00;413;233;180;Leicht bewoelkt;10;9;0
23.10.2018 11:00;613;265;348;Leicht bewoelkt;11;10;0
23.10.2018 12:00;563;228;335;Leicht bewoelkt;12;12;0
23.10.2018 13:00;877;366;511;Leicht bewoelkt;13;12;0
23.10.2018 14:00;608;286;322;Leicht bewoelkt;13;12;0
23.10.2018 15:00;973;415;558;Leicht bewoelkt;13;13;0
23.10.2018 16:00;823;364;459;Leicht bewoelkt;13;13;0
23.10.2018 17:00;1048;502;546;Bedeckt;13;12;0
23.10.2018 18:00;851;371;480;Bedeckt;13;12;0
23.10.2018 19:00;676;296;380;Bedeckt;13;12;0
23.10.2018 20:00;388;156;232;Bewoelkt;13;12;0
23.10.2018 21:00;264;112;152;Bewoelkt;13;12;0
23.10.2018 22:00;259;81;178;Bewoelkt;12;11;0
23.10.2018 23:00;131;52;79;Bewoelkt;12;11;0
24.10.2018 00:00;74;29;45;Bewoelkt;11;10;0
24.10.2018 01:00;58;34;24;Bewoelkt;11;10;0
24.10.2018 02:00;25;19;6;Bedeckt;11;9;0
24.10.2018 03:00;12;8;4;Bedeckt;11;9;0
24.10.2018 04:00;4;3;1;Bedeckt;10;9;0
24.10.2018 05:00;32;23;9;Leicht bewoelkt;10;9;0
24.10.2018 06:00;147;82;65;Leicht bewoelkt;10;8;0
24.10.2018 07:00;1073;714;359;Leicht bewoelkt;10;8;0
24.10.2018 08:00;736;432;304;Bewoelkt;10;8;0
24.10.2018 09:00;717;428;289;Bewoelkt;10;8;0
24.10.2018 10:00;341;188;153;Bewoelkt;10;8;1
24.10.2018 11:00;531;207;324;Leichter Regenfall;10;8;1
24.10.2018 12:00;527;253;274;Leichter Regenfall;10;8;1
24.10.2018 13:00;836;372;464;Leichter Regenfall;11;9;0
24.10.2018 14:00;526;252;274;Leichter Regenfall;11;10;0
24.10.2018 15:00;861;406;455;Leichter Regenfall;11;10;0
24.10.2018 16:00;730;360;370;Leichter Regenfall;12;10;0
24.10.2018 17:00;1001;420;581;Stellenweiser Regenfall;12;11;0
24.10.2018 18:00;824;386;438;Stellenweiser Regenfall;12;11;0
24.10.2018 19:00;684;287;397;Stellenweiser Regenfall;12;11;0
24.10.2018 20:00;424;180;244;Bewoelkt;11;11;0
24.10.2018 21:00;330;131;199;Bewoelkt;11;11;0
24.10.2018 22:00;242;102;140;Bewoelkt;11;11;0
24.10.2018 23:00;186;77;109;Bewoelkt;11;11;0
25.10.2018 00:00;86;30;56;Bewoelkt;11;11;0
25.10.2018 01:00;31;16;15;Bewoelkt;10;10;0
25.10.2018 02:00;14;6;8;Bewoelkt;10;10;0
25.10.2018 03:00;15;11;4;Bewoelkt;10;10;0
25.10.2018 04:00;19;14;5;Bewoelkt;9;9;0
25.10.2018 05:00;41;31;10;Leicht bewoelkt;9;9;0
25.10.2018 06:00;138;78;60;Leicht bewoelkt;9;9;0
25.10.2018 07:00;1042;651;391;Leicht bewoelkt;10;10;0
25.10.2018 08:00;698;426;272;Leicht bewoelkt;11;11;0
25.10.2018 09:00;677;434;243;Leicht bewoelkt;11;12;0
25.10.2018 10:00;387;214;173;Leicht bewoelkt;13;13;0
25.10.2018 11:00;626;279;347;Leicht bewoelkt;14;14;0
25.10.2018 12:00;567;237;330;Leicht bewoelkt;16;16;0
25.10.2018 13:00;904;385;519;Leicht bewoelkt;17;17;0
25.10.2018 14:00;628;333;295;Sonnig;18;18;0
25.10.2018 15:00;1040;482;558;Sonnig;18;18;0
25.10.2018 16:00;905;413;492;Sonnig;18;18;0
25.10.2018 17:00;1041;406;635;Sonnig;18;18;0
25.10.2018 18:00;890;432;458;Sonnig;18;18;0
25.10.2018 19:00;690;361;329;Sonnig;17;17;0
25.10.2018 20:00;398;181;217;Leicht bewoelkt;16;16;0
25.10.2018 21:00;280;122;158;Leicht bewoelkt;16;16;0
25.10.2018 22:00;272;104;168;Leicht bewoelkt;14;14;0
25.10.2018 23:00;163;66;97;Sonnig;12;12;0
26.10.2018 00:00;80;31;49;Sonnig;11;11;0
26.10.2018 01:00;46;12;34;Sonnig;10;10;0
26.10.2018 02:00;22;6;16;Leicht bewoelkt;9;9;0
26.10.2018 03:00;21;10;11;Leicht bewoelkt;8;8;0
26.10.2018 04:00;12;10;2;Leicht bewoelkt;8;8;0
26.10.2018 05:00;30;19;11;Leicht bewoelkt;7;7;0
26.10.2018 06:00;143;91;52;Leicht bewoelkt;7;7;0
26.10.2018 07:00;892;570;322;Leicht bewoelkt;8;8;0
26.10.2018 08:00;649;378;271;Leicht bewoelkt;10;10;0
26.10.2018 09:00;649;400;249;Leicht bewoelkt;11;11;0
26.10.2018 10:00;386;211;175;Leicht bewoelkt;12;12;0
26.10.2018 11:00;572;258;314;Leicht bewoelkt;14;14;0
26.10.2018 12:00;716;321;395;Leicht bewoelkt;15;15;0
26.10.2018 13:00;865;356;509;Leicht bewoelkt;15;15;0
26.10.2018 14:00;636;298;338;Leicht bewoelkt;15;15;0
26.10.2018 15:00;699;340;359;Leicht bewoelkt;16;16;0
26.10.2018 16:00;742;389;353;Leicht bewoelkt;15;15;0
26.10.2018 17:00;803;345;458;Leicht bewoelkt;14;14;0
26.10.2018 18:00;692;335;357;Leicht bewoelkt;13;13;0
26.10.2018 19:00;503;242;261;Leicht bewoelkt;12;12;0
26.10.2018 20:00;332;158;174;Bewoelkt;11;11;0
26.10.2018 21:00;278;117;161;Bewoelkt;10;10;0
26.10.2018 22:00;209;94;115;Bewoelkt;10;10;0
26.10.2018 23:00;184;64;120;Bewoelkt;10;10;0
27.10.2018 00:00;137;51;86;Bewoelkt;9;9;0
27.10.2018 01:00;108;34;74;Bewoelkt;9;9;0
27.10.2018 02:00;67;26;41;Stellenweiser Regenfall;9;9;0
27.10.2018 03:00;44;14;30;Stellenweiser Regenfall;9;8;0
27.10.2018 04:00;19;14;5;Stellenweiser Regenfall;9;8;0
27.10.2018 05:00;23;13;10;Stellenweiser Regenfall;8;7;0
27.10.2018 06:00;22;14;8;Stellenweiser Regenfall;8;7;0
27.10.2018 07:00;28;13;15;Stellenweiser Regenfall;8;7;0
27.10.2018 08:00;84;42;42;Bedeckt;8;7;0
27.10.2018 09:00;145;91;54;Bedeckt;8;7;1
27.10.2018 10:00;144;74;70;Bedeckt;7;7;1
27.10.2018 11:00;137;76;61;Maessiger Regenfall;7;6;1
27.10.2018 12:00;198;90;108;Maessiger Regenfall;7;6;1
27.10.2018 13:00;166;95;71;Maessiger Regenfall;7;5;1
27.10.2018 14:00;184;87;97;Maessiger Regenfall;7;4;1
27.10.2018 15:00;171;90;81;Maessiger Regenfall;7;4;1
27.10.2018 16:00;186;90;96;Maessiger Regenfall;6;3;1
27.10.2018 17:00;190;96;94;Maessiger Regenfall;6;2;1
27.10.2018 18:00;246;102;144;Maessiger Regenfall;6;2;2
27.10.2018 19:00;191;104;87;Maessiger Regenfall;5;2;1
27.10.2018 20:00;158;74;84;Maessiger Regenfall;5;1;1
27.10.2018 21:00;160;50;110;Maessiger Regenfall;5;1;1
27.10.2018 22:00;101;50;51;Maessiger Regenfall;5;1;1
27.10.2018 23:00;96;30;66;Maessiger Regenfall;5;1;1
28.10.2018 00:00;110;43;67;Maessiger Regenfall;5;1;1
28.10.2018 01:00;75;42;33;Maessiger Regenfall;5;0;1
28.10.2018 02:00;110;65;45;Maessiger Regenfall;4;0;1
28.10.2018 03:00;28;14;14;Maessiger Regenfall;4;0;1
28.10.2018 04:00;19;9;10;Maessiger Regenfall;4;-1;1
28.10.2018 05:00;13;11;2;Maessiger bis starker Eisregen;4;-1;1
28.10.2018 06:00;17;10;7;Maessiger bis starker Eisregen;4;-1;0
28.10.2018 07:00;21;13;8;Maessiger bis starker Eisregen;4;-1;0
28.10.2018 08:00;44;16;28;Bedeckt;4;0;1
28.10.2018 09:00;105;67;38;Bedeckt;4;0;1
28.10.2018 10:00;129;62;67;Bedeckt;4;0;1
28.10.2018 11:00;154;77;77;Maessiger Regenfall;4;0;0
28.10.2018 12:00;160;78;82;Maessiger Regenfall;5;1;0
28.10.2018 13:00;149;67;82;Maessiger Regenfall;4;1;0
28.10.2018 14:00;162;82;80;Bedeckt;4;1;0
28.10.2018 15:00;158;86;72;Bedeckt;4;1;0
28.10.2018 16:00;170;90;80;Bedeckt;4;0;0
28.10.2018 17:00;148;73;75;Nieselregen;4;0;0
28.10.2018 18:00;130;65;65;Nieselregen;4;0;0
28.10.2018 19:00;143;74;69;Nieselregen;4;0;0
28.10.2018 20:00;109;47;62;Bedeckt;4;0;0
28.10.2018 21:00;77;27;50;Bedeckt;4;0;0
28.10.2018 22:00;70;33;37;Bedeckt;4;0;0
28.10.2018 23:00;49;21;28;Bewoelkt;4;1;0
29.10.2018 00:00;16;9;7;Bewoelkt;4;1;0
29.10.2018 01:00;16;8;8;Bewoelkt;4;1;0
29.10.2018 02:00;7;3;4;Leicht bewoelkt;4;1;0
29.10.2018 03:00;3;3;0;Leicht bewoelkt;4;1;0
29.10.2018 04:00;0;0;0;Leicht bewoelkt;4;0;0
29.10.2018 05:00;34;18;16;Bedeckt;4;0;0
29.10.2018 06:00;134;91;43;Bedeckt;4;0;0
29.10.2018 07:00;460;305;155;Bedeckt;4;1;0
29.10.2018 08:00;543;296;247;Bewoelkt;5;1;0
29.10.2018 09:00;554;385;169;Bewoelkt;5;2;0
29.10.2018 10:00;367;216;151;Bewoelkt;7;3;0
29.10.2018 11:00;461;227;234;Bewoelkt;8;5;0
29.10.2018 12:00;442;209;233;Bewoelkt;9;6;0
29.10.2018 13:00;491;225;266;Bewoelkt;10;7;0
29.10.2018 14:00;413;206;207;Leicht bewoelkt;10;8;0
29.10.2018 15:00;515;225;290;Leicht bewoelkt;11;9;0
29.10.2018 16:00;567;250;317;Leicht bewoelkt;11;9;0
29.10.2018 17:00;691;290;401;Leicht bewoelkt;11;10;0
29.10.2018 18:00;518;247;271;Leicht bewoelkt;11;10;0
29.10.2018 19:00;354;142;212;Leicht bewoelkt;11;10;0
29.10.2018 20:00;233;106;127;Leicht bewoelkt;11;10;0
29.10.2018 21:00;168;60;108;Leicht bewoelkt;10;10;0
29.10.2018 22:00;114;53;61;Leicht bewoelkt;10;9;0
29.10.2018 23:00;82;33;49;Stellenweiser Regenfall;10;9;0
30.10.2018 00:00;39;21;18;Stellenweiser Regenfall;10;8;0
30.10.2018 01:00;17;9;8;Stellenweiser Regenfall;9;7;0
30.10.2018 02:00;4;3;1;Leicht bewoelkt;8;5;0
30.10.2018 03:00;1;1;0;Leicht bewoelkt;8;4;0
30.10.2018 04:00;3;2;1;Leicht bewoelkt;7;3;0
30.10.2018 05:00;32;18;14;Leicht bewoelkt;6;2;0
30.10.2018 06:00;115;78;37;Leicht bewoelkt;5;1;0
30.10.2018 07:00;472;306;166;Leicht bewoelkt;5;1;0
30.10.2018 08:00;550;314;236;Bewoelkt;5;1;0
30.10.2018 09:00;564;370;194;Bewoelkt;5;2;0
30.10.2018 10:00;339;176;163;Bewoelkt;5;3;0
30.10.2018 11:00;463;240;223;Stellenweiser Nieselregen;6;3;0
30.10.2018 12:00;388;167;221;Stellenweiser Nieselregen;6;4;0
30.10.2018 13:00;350;161;189;Stellenweiser Nieselregen;6;4;0
30.10.2018 14:00;325;170;155;Stellenweiser Nieselregen;7;4;0
30.10.2018 15:00;470;226;244;Stellenweiser Nieselregen;7;5;0
30.10.2018 16:00;524;268;256;Stellenweiser Nieselregen;7;5;0
30.10.2018 17:00;614;273;341;Stellenweiser Nieselregen;6;4;0
30.10.2018 18:00;495;208;287;Stellenweiser Nieselregen;6;4;0
30.10.2018 19:00;465;196;269;Stellenweiser Nieselregen;5;4;0
30.10.2018 20:00;230;116;114;Leicht bewoelkt;5;4;0
30.10.2018 21:00;197;84;113;Leicht bewoelkt;4;3;0
30.10.2018 22:00;199;76;123;Leicht bewoelkt;4;3;0
30.10.2018 23:00;117;52;65;Leicht bewoelkt;4;3;0
31.10.2018 00:00;67;20;47;Leicht bewoelkt;4;3;0
31.10.2018 01:00;23;10;13;Leicht bewoelkt;4;3;0
31.10.2018 02:00;8;4;4;Leicht bewoelkt;4;3;0
31.10.2018 03:00;10;8;2;Leicht bewoelkt;4;2;0
31.10.2018 04:00;7;2;5;Leicht bewoelkt;4;2;0
31.10.2018 05:00;26;17;9;Leicht bewoelkt;4;2;0
31.10.2018 06:00;130;81;49;Leicht bewoelkt;4;2;0
31.10.2018 07:00;556;389;167;Leicht bewoelkt;5;3;0
31.10.2018 08:00;481;282;199;Leicht bewoelkt;6;5;0
31.10.2018 09:00;560;338;222;Leicht bewoelkt;8;7;0
31.10.2018 10:00;355;188;167;Leicht bewoelkt;9;8;0
31.10.2018 11:00;497;218;279;Bewoelkt;11;10;0
31.10.2018 12:00;489;220;269;Bewoelkt;13;12;0
31.10.2018 13:00;536;288;248;Bewoelkt;13;12;0
31.10.2018 14:00;436;190;246;Leicht bewoelkt;13;12;0
31.10.2018 15:00;604;297;307;Leicht bewoelkt;13;12;0
31.10.2018 16:00;594;264;330;Leicht bewoelkt;12;11;0
31.10.2018 17:00;768;347;421;Leicht bewoelkt;11;10;0
31.10.2018 18:00;553;254;299;Leicht bewoelkt;10;9;0
31.10.2018 19:00;444;211;233;Leicht bewoelkt;10;9;0
31.10.2018 20:00;374;158;216;Leicht bewoelkt;9;8;0
31.10.2018 21:00;269;140;129;Leicht bewoelkt;8;7;0
31.10.2018 22:00;231;111;120;Leicht bewoelkt;8;7;0
31.10.2018 23:00;185;93;92;Leicht bewoelkt;8;7;0
01.11.2018 00:00;158;72;86;Leicht bewoelkt;8;7;0
01.11.2018 01:00;134;41;93;Leicht bewoelkt;8;7;0
01.11.2018 02:00;106;51;55;Leicht bewoelkt;8;7;0
01.11.2018 03:00;81;31;50;Leicht bewoelkt;8;7;0
01.11.2018 04:00;32;20;12;Leicht bewoelkt;8;7;0
01.11.2018 05:00;28;18;10;Leicht bewoelkt;7;7;0
01.11.2018 06:00;39;28;11;Leicht bewoelkt;7;7;0
01.11.2018 07:00;40;32;8;Leicht bewoelkt;8;7;0
01.11.2018 08:00;72;44;28;Stellenweiser Regenfall;8;8;0
01.11.2018 09:00;107;59;48;Stellenweiser Regenfall;9;8;0
01.11.2018 10:00;140;75;65;Stellenweiser Regenfall;10;9;0
01.11.2018 11:00;188;102;86;Stellenweiser Nieselregen;11;10;0
01.11.2018 12:00;196;107;89;Stellenweiser Nieselregen;12;11;0
01.11.2018 13:00;263;160;103;Stellenweiser Nieselregen;12;11;0
01.11.2018 14:00;340;187;153;Stellenweiser Regenfall;12;12;0
01.11.2018 15:00;392;191;201;Stellenweiser Regenfall;13;13;0
01.11.2018 16:00;373;203;170;Stellenweiser Regenfall;12;12;0
01.11.2018 17:00;345;151;194;Leicht bewoelkt;11;11;0
01.11.2018 18:00;261;100;161;Leicht bewoelkt;10;10;0
01.11.2018 19:00;269;102;167;Leicht bewoelkt;9;9;0
01.11.2018 20:00;153;59;94;Leicht bewoelkt;8;8;0
01.11.2018 21:00;112;61;51;Leicht bewoelkt;7;7;0
01.11.2018 22:00;134;41;93;Leicht bewoelkt;7;7;0
01.11.2018 23:00;131;86;45;Leicht bewoelkt;7;7;0
02.11.2018 00:00;42;24;18;Leicht bewoelkt;6;6;0
02.11.2018 01:00;31;8;23;Leicht bewoelkt;6;6;0
02.11.2018 02:00;10;5;5;Leicht bewoelkt;6;6;0
02.11.2018 03:00;2;1;1;Leicht bewoelkt;7;6;0
02.11.2018 04:00;6;4;2;Leicht bewoelkt;7;6;0
02.11.2018 05:00;26;18;8;Bedeckt;7;6;0
02.11.2018 06:00;94;63;31;Bedeckt;7;7;0
02.11.2018 07:00;259;155;104;Bedeckt;8;8;0
02.11.2018 08:00;405;228;177;Leicht bewoelkt;9;9;0
02.11.2018 09:00;418;255;163;Leicht bewoelkt;10;10;0
02.11.2018 10:00;394;248;146;Leicht bewoelkt;11;11;0
02.11.2018 11:00;436;223;213;Leicht bewoelkt;11;11;0
02.11.2018 12:00;460;208;252;Leicht bewoelkt;12;12;0
02.11.2018 13:00;513;230;283;Leicht bewoelkt;12;12;0
02.11.2018 14:00;472;239;233;Leicht bewoelkt;12;12;0
02.11.2018 15:00;452;221;231;Leicht bewoelkt;13;12;0
02.11.2018 16:00;499;238;261;Leicht bewoelkt;12;11;0
02.11.2018 17:00;530;233;297;Bewoelkt;11;10;0
02.11.2018 18:00;445;206;239;Bewoelkt;10;9;0
02.11.2018 19:00;333;152;181;Bewoelkt;10;8;0
02.11.2018 20:00;231;88;143;Bedeckt;9;7;0
02.11.2018 21:00;168;75;93;Bedeckt;8;7;0
02.11.2018 22:00;174;70;104;Bedeckt;8;6;0
02.11.2018 23:00;156;57;99;Bedeckt;7;5;0
03.11.2018 00:00;106;43;63;Bedeckt;7;5;0
03.11.2018 01:00;77;33;44;Bedeckt;7;5;0
03.11.2018 02:00;57;20;37;Bewoelkt;7;5;0
03.11.2018 03:00;22;10;12;Bewoelkt;7;5;0
03.11.2018 04:00;19;13;6;Bewoelkt;7;5;0
03.11.2018 05:00;24;15;9;Leicht bewoelkt;7;5;0
03.11.2018 06:00;42;27;15;Leicht bewoelkt;8;5;0
03.11.2018 07:00;48;26;22;Leicht bewoelkt;8;5;0
03.11.2018 08:00;136;95;41;Bewoelkt;8;6;0
03.11.2018 09:00;247;165;82;Bewoelkt;9;7;0
03.11.2018 10:00;285;158;127;Bewoelkt;10;8;0
03.11.2018 11:00;409;244;165;Leicht bewoelkt;10;9;0
03.11.2018 12:00;455;219;236;Leicht bewoelkt;11;10;0
03.11.2018 13:00;391;188;203;Leicht bewoelkt;11;10;0
03.11.2018 14:00;473;244;229;Leicht bewoelkt;11;10;0
03.11.2018 15:00;423;207;216;Leicht bewoelkt;11;10;0
03.11.2018 16:00;408;164;244;Leicht bewoelkt;11;9;0
03.11.2018 17:00;350;156;194;Leicht bewoelkt;10;9;0
03.11.2018 18:00;321;152;169;Leicht bewoelkt;9;8;0
03.11.2018 19:00;236;135;101;Leicht bewoelkt;9;7;0
03.11.2018 20:00;212;93;119;Leichter Nebel;8;7;0
03.11.2018 21:00;153;81;72;Leichter Nebel;7;6;0
03.11.2018 22:00;127;46;81;Leichter Nebel;7;6;0
03.11.2018 23:00;147;53;94;Leichter Nebel;7;7;0
04.11.2018 00:00;139;58;81;Leichter Nebel;7;7;0
04.11.2018 01:00;95;37;58;Leichter Nebel;7;7;0
04.11.2018 02:00;67;16;51;Leicht bewoelkt;7;7;0
04.11.2018 03:00;48;18;30;Leicht bewoelkt;7;7;0
04.11.2018 04:00;13;8;5;Leicht bewoelkt;7;7;0
04.11.2018 05:00;19;9;10;Leichter Nebel;7;7;0
04.11.2018 06:00;19;10;9;Leichter Nebel;7;7;0
04.11.2018 07:00;28;15;13;Leichter Nebel;8;7;0
04.11.2018 08:00;50;20;30;Leicht bewoelkt;9;8;0
04.11.2018 09:00;151;77;74;Leicht bewoelkt;9;9;0
04.11.2018 10:00;133;61;72;Leicht bewoelkt;11;10;0
04.11.2018 11:00;196;93;103;Leicht bewoelkt;12;11;0
04.11.2018 12:00;186;100;86;Leicht bewoelkt;13;12;0
04.11.2018 13:00;218;108;110;Leicht bewoelkt;13;13;0
04.11.2018 14:00;265;146;119;Leicht bewoelkt;14;13;0
04.11.2018 15:00;238;112;126;Leicht bewoelkt;14;13;0
04.11.2018 16:00;283;133;150;Leicht bewoelkt;13;12;0
04.11.2018 17:00;302;136;166;Leicht bewoelkt;12;11;0
04.11.2018 18:00;258;128;130;Leicht bewoelkt;11;11;0
